sparsity09.csv
Q < 0.1, 0
Q < 0.2, 0
Q < 0.3, 0
Q < 0.4, 0
Q < 0.5, 14
Q < 0.6, 185
Q < 0.7, 933
Q < 0.8, 2132
Q < 0.9, 2680
