sparsity06.csv
Q < 0.1, 0
Q < 0.2, 8
Q < 0.3, 2089
Q < 0.4, 6750
Q < 0.5, 1131
Q < 0.6, 22
Q < 0.7, 0
Q < 0.8, 0
Q < 0.9, 0
