sparsity07.csv
Q < 0.1, 0
Q < 0.2, 0
Q < 0.3, 105
Q < 0.4, 2923
Q < 0.5, 5479
Q < 0.6, 1409
Q < 0.7, 80
Q < 0.8, 4
Q < 0.9, 0
