sparsity08.csv
Q < 0.1, 0
Q < 0.2, 0
Q < 0.3, 1
Q < 0.4, 88
Q < 0.5, 1586
Q < 0.6, 4316
Q < 0.7, 3068
Q < 0.8, 817
Q < 0.9, 117
