sparsity05.csv
Q < 0.1, 0
Q < 0.2, 311
Q < 0.3, 7404
Q < 0.4, 2267
Q < 0.5, 18
Q < 0.6, 0
Q < 0.7, 0
Q < 0.8, 0
Q < 0.9, 0
