Qsparsity04.csv
Network ID, Q score
0, 0.247140417163
1, 0.240233144297
2, 0.234517709958
3, 0.231285630561
4, 0.231055825972
5, 0.241862483725
6, 0.190270083102
7, 0.190673637402
8, 0.240992681554
9, 0.215448435203
10, 0.197538427267
11, 0.28
12, 0.180520291363
13, 0.220532534343
14, 0.239440917969
15, 0.238211945229
16, 0.312338408503
17, 0.19385114688
18, 0.222426035503
19, 0.193516607243
20, 0.212264904896
21, 0.210793049677
22, 0.221572382382
23, 0.182305098195
24, 0.216179546611
25, 0.207450259516
26, 0.174122197977
27, 0.200744429355
28, 0.176933333333
29, 0.234310354874
30, 0.189586460328
31, 0.204572505455
32, 0.237811139909
33, 0.193293697979
34, 0.185873959572
35, 0.24788371575
36, 0.234901748693
37, 0.284423828125
38, 0.201424614167
39, 0.248799048751
40, 0.186074191629
41, 0.24414600551
42, 0.168614540466
43, 0.223386446773
44, 0.196813317479
45, 0.227265669479
46, 0.217399691358
47, 0.211013922675
48, 0.14118767313
49, 0.186117969822
50, 0.174238349064
51, 0.210244158266
52, 0.159692249953
53, 0.140625
54, 0.22904789813
55, 0.194528546713
56, 0.25390625
57, 0.202605835723
58, 0.177035108025
59, 0.227788455577
60, 0.151903827775
61, 0.208466111772
62, 0.185921521998
63, 0.24391563007
64, 0.202112268519
65, 0.166423868073
66, 0.190289625074
67, 0.193994816372
68, 0.227105650074
69, 0.188817909435
70, 0.247242798354
71, 0.206964780372
72, 0.212519492092
73, 0.244232930134
74, 0.214222866311
75, 0.199422222222
76, 0.184421735889
77, 0.2188810103
78, 0.226449704142
79, 0.253149407911
80, 0.18982482699
81, 0.212514880182
82, 0.176038692384
83, 0.209999497007
84, 0.167334804739
85, 0.230710059172
86, 0.216293152528
87, 0.196314890534
88, 0.197969821674
89, 0.214848
90, 0.233905325444
91, 0.25110554638
92, 0.298216735254
93, 0.195011337868
94, 0.224772457459
95, 0.238304744932
96, 0.167866666667
97, 0.216970998926
98, 0.319336199946
99, 0.226624
100, 0.270671872269
101, 0.168699271592
102, 0.23467630854
103, 0.232040686586
104, 0.232934257509
105, 0.176543657161
106, 0.219630709427
107, 0.178139258084
108, 0.24796853165
109, 0.195842978395
110, 0.232427983539
111, 0.194640585939
112, 0.222916377435
113, 0.224833083174
114, 0.255136245675
115, 0.213137996219
116, 0.267933104131
117, 0.222272521503
118, 0.199712358659
119, 0.220674785852
120, 0.132639203259
121, 0.182133429947
122, 0.213418367347
123, 0.210301292692
124, 0.190278253215
125, 0.22804202681
126, 0.18124260355
127, 0.163270536973
128, 0.206770413541
129, 0.23156899811
130, 0.175758946238
131, 0.224900231044
132, 0.211826212367
133, 0.15446566358
134, 0.16544032579
135, 0.177064471879
136, 0.164792447591
137, 0.2061618846
138, 0.25451542437
139, 0.30788551788
140, 0.213028063217
141, 0.174430941358
142, 0.202932098765
143, 0.2175
144, 0.269585798817
145, 0.22688950605
146, 0.193328954776
147, 0.246018869058
148, 0.1910430839
149, 0.169299232236
150, 0.226720873246
151, 0.21810164509
152, 0.206811976491
153, 0.228112244898
154, 0.216801402001
155, 0.223218699244
156, 0.203584
157, 0.146413027532
158, 0.235825418099
159, 0.170438243325
160, 0.133902185224
161, 0.224803168859
162, 0.233378008275
163, 0.229763313609
164, 0.35186780484
165, 0.236907359651
166, 0.243517416283
167, 0.166128313656
168, 0.216246097815
169, 0.257202148438
170, 0.177563695046
171, 0.264375
172, 0.258698224852
173, 0.196000175431
174, 0.176118192874
175, 0.169427327718
176, 0.188702638365
177, 0.245463282266
178, 0.191503885738
179, 0.186302021403
180, 0.211252597368
181, 0.240755179327
182, 0.228319636678
183, 0.224404172251
184, 0.201867142053
185, 0.212904185677
186, 0.217946783361
187, 0.217594688396
188, 0.209432652252
189, 0.186584545313
190, 0.226498106483
191, 0.180943891912
192, 0.22095959596
193, 0.219878613064
194, 0.244263755848
195, 0.227834707062
196, 0.255615234375
197, 0.215670755837
198, 0.169846938776
199, 0.241316872428
200, 0.182331961591
201, 0.179804454542
202, 0.163968898235
203, 0.260387970615
204, 0.197764090886
205, 0.257222002374
206, 0.250881834215
207, 0.179028000621
208, 0.231898432851
209, 0.205295138889
210, 0.18820451843
211, 0.187364820683
212, 0.186147868095
213, 0.236923076923
214, 0.269380708398
215, 0.19429760666
216, 0.173943808533
217, 0.151173469388
218, 0.183288888889
219, 0.242980957031
220, 0.248010204082
221, 0.164277450832
222, 0.14476293492
223, 0.233219157503
224, 0.217338794371
225, 0.176696072254
226, 0.173145466696
227, 0.224426269531
228, 0.269401926745
229, 0.203727810651
230, 0.241089329472
231, 0.231577888436
232, 0.251246920257
233, 0.252703926688
234, 0.223327062618
235, 0.231994628906
236, 0.208517118252
237, 0.224471879287
238, 0.198520408163
239, 0.204642857143
240, 0.263316734571
241, 0.222029359254
242, 0.240160034602
243, 0.237306196388
244, 0.238342285156
245, 0.291558272633
246, 0.212352417019
247, 0.206368944637
248, 0.192865636147
249, 0.243561394381
250, 0.207980830358
251, 0.213451557093
252, 0.213796865701
253, 0.234158737024
254, 0.16419766436
255, 0.228733459357
256, 0.185832808234
257, 0.213925645873
258, 0.223100913344
259, 0.231096408318
260, 0.26604534338
261, 0.199322773186
262, 0.257351303186
263, 0.189608564014
264, 0.219533607682
265, 0.225969387755
266, 0.164052641067
267, 0.218227376027
268, 0.161548442907
269, 0.180487365434
270, 0.16052299937
271, 0.183743272471
272, 0.218165680473
273, 0.242704388505
274, 0.191326122862
275, 0.187097968439
276, 0.208855968858
277, 0.158442955646
278, 0.152316774337
279, 0.2174078478
280, 0.231287591891
281, 0.192795403965
282, 0.177009471559
283, 0.310729980469
284, 0.197278911565
285, 0.212049065783
286, 0.2082312319
287, 0.18047679059
288, 0.229497774952
289, 0.214129935721
290, 0.220419445947
291, 0.157733333333
292, 0.269171597633
293, 0.238739001224
294, 0.186268277177
295, 0.272220984629
296, 0.176500176047
297, 0.203887280018
298, 0.255573583318
299, 0.210865509639
300, 0.215448435203
301, 0.229338842975
302, 0.246485726644
303, 0.201547312041
304, 0.216351165981
305, 0.157866695082
306, 0.189441141498
307, 0.198214396429
308, 0.280927185689
309, 0.253570678429
310, 0.22349112426
311, 0.174221165279
312, 0.205871582031
313, 0.216462208152
314, 0.237625872449
315, 0.212516753103
316, 0.185595245032
317, 0.215202430405
318, 0.154720570749
319, 0.269328538657
320, 0.230820451843
321, 0.272631800042
322, 0.250790501581
323, 0.205377229081
324, 0.139423076923
325, 0.211303155007
326, 0.27426035503
327, 0.209336734694
328, 0.225935570988
329, 0.260769230769
330, 0.168801514814
331, 0.194522883478
332, 0.201670572682
333, 0.205531282375
334, 0.258895775941
335, 0.218449776168
336, 0.226023497749
337, 0.227542540562
338, 0.232503933337
339, 0.180569331482
340, 0.150398630692
341, 0.240645087236
342, 0.20667974448
343, 0.214046280277
344, 0.184000720688
345, 0.21648810422
346, 0.21287718027
347, 0.200703410616
348, 0.244934082031
349, 0.245117480921
350, 0.209642857143
351, 0.151149338564
352, 0.144505843807
353, 0.18979348895
354, 0.22012318203
355, 0.220381967807
356, 0.227201212051
357, 0.212105066866
358, 0.271065088757
359, 0.229187011719
360, 0.226071428571
361, 0.161892361111
362, 0.204965634823
363, 0.161123829344
364, 0.196630752374
365, 0.216288594833
366, 0.163343729116
367, 0.258244978422
368, 0.214119352
369, 0.212846009137
370, 0.235443786982
371, 0.202414266118
372, 0.255441921561
373, 0.163635635315
374, 0.232634173331
375, 0.192293644996
376, 0.261019283747
377, 0.220842879216
378, 0.188292531442
379, 0.207125865052
380, 0.233752261724
381, 0.245767431499
382, 0.198488691062
383, 0.190297265161
384, 0.251043710075
385, 0.262219702696
386, 0.198349710254
387, 0.283516615588
388, 0.228422496571
389, 0.203731138546
390, 0.261593204775
391, 0.189187885802
392, 0.191248513674
393, 0.23387755102
394, 0.18168225896
395, 0.262978106723
396, 0.211083676269
397, 0.220059171598
398, 0.242648696814
399, 0.136388087437
400, 0.225118699781
401, 0.261888523777
402, 0.23911769407
403, 0.190041658401
404, 0.249703205382
405, 0.203480031468
406, 0.198367346939
407, 0.236537460978
408, 0.215693918467
409, 0.224677811707
410, 0.183469387755
411, 0.215459183673
412, 0.150168887221
413, 0.180383379247
414, 0.214934601665
415, 0.200657161951
416, 0.243313609467
417, 0.211838670148
418, 0.232804232804
419, 0.199275362319
420, 0.242862796088
421, 0.241614483229
422, 0.278330449827
423, 0.230946745562
424, 0.197177768166
425, 0.246202492405
426, 0.164751332584
427, 0.189665894058
428, 0.218710562414
429, 0.171334342561
430, 0.204631379962
431, 0.220899470899
432, 0.230595285205
433, 0.177320668959
434, 0.247690495381
435, 0.199695442134
436, 0.244432966024
437, 0.234688
438, 0.210347516151
439, 0.199797538494
440, 0.237094322163
441, 0.226096012696
442, 0.295612143814
443, 0.204578869985
444, 0.182002237732
445, 0.225321395776
446, 0.211991782007
447, 0.201448961938
448, 0.180211202938
449, 0.269085411943
450, 0.171973240783
451, 0.210357142857
452, 0.18629476584
453, 0.19551330416
454, 0.233564377232
455, 0.219244498908
456, 0.227735769796
457, 0.162467560554
458, 0.169104364548
459, 0.227105624143
460, 0.215672066663
461, 0.185051020408
462, 0.260887573964
463, 0.234477286253
464, 0.253313609467
465, 0.1716
466, 0.215270996094
467, 0.229464639041
468, 0.172140878512
469, 0.228075286988
470, 0.210496351121
471, 0.243648
472, 0.22813355865
473, 0.257036303246
474, 0.198982835346
475, 0.241907713499
476, 0.215253772291
477, 0.20035707201
478, 0.191785714286
479, 0.29316473399
480, 0.214948979592
481, 0.184630394858
482, 0.240874655647
483, 0.172799488678
484, 0.239273329538
485, 0.228226319135
486, 0.200972355701
487, 0.269107301414
488, 0.2336398053
489, 0.248412097197
490, 0.237397605545
491, 0.249865627519
492, 0.192238214556
493, 0.221869040051
494, 0.209374418749
495, 0.208202058391
496, 0.180341524365
497, 0.219859182099
498, 0.211785390804
499, 0.205623459585
500, 0.143969450506
501, 0.212802768166
502, 0.223713521943
503, 0.175173010381
504, 0.187065972222
505, 0.191989828353
506, 0.180309155767
507, 0.175712805729
508, 0.24721578382
509, 0.249492455418
510, 0.210459987398
511, 0.2624
512, 0.170074012732
513, 0.191213348765
514, 0.2174078478
515, 0.216869212963
516, 0.238724489796
517, 0.214691468033
518, 0.201490606076
519, 0.194234404537
520, 0.252645502646
521, 0.171775147929
522, 0.211697393516
523, 0.230267584494
524, 0.21446870127
525, 0.169410831184
526, 0.197927669634
527, 0.185822856071
528, 0.210910467128
529, 0.175866666667
530, 0.258330939385
531, 0.222890445781
532, 0.238847084117
533, 0.273368606702
534, 0.209122298953
535, 0.229973429815
536, 0.21475994513
537, 0.204175758778
538, 0.222359521332
539, 0.198039320156
540, 0.205612024221
541, 0.183955555556
542, 0.215144032922
543, 0.234009674819
544, 0.240826044201
545, 0.17486929872
546, 0.226598259645
547, 0.184020996094
548, 0.205620191406
549, 0.190355555556
550, 0.192342449465
551, 0.18836565097
552, 0.283526567053
553, 0.188917954816
554, 0.233759990385
555, 0.233301827347
556, 0.2486293446
557, 0.223986360488
558, 0.229710459421
559, 0.211883650519
560, 0.199948979592
561, 0.211001689878
562, 0.181982797646
563, 0.181072084481
564, 0.221323986658
565, 0.199960878283
566, 0.182755102041
567, 0.181001890359
568, 0.234234693878
569, 0.195829903978
570, 0.194386033547
571, 0.200441481994
572, 0.185185185185
573, 0.211757330247
574, 0.179928626543
575, 0.237346938776
576, 0.19943877551
577, 0.124994797086
578, 0.224489795918
579, 0.271379139891
580, 0.244911242604
581, 0.230953441746
582, 0.165510204082
583, 0.174221165279
584, 0.19524895854
585, 0.242474292717
586, 0.178675551853
587, 0.19959042218
588, 0.17803849481
589, 0.277822555645
590, 0.228210449219
591, 0.248930497861
592, 0.194733727811
593, 0.187205631179
594, 0.161596249134
595, 0.205071366782
596, 0.191517447199
597, 0.223279793774
598, 0.220295857988
599, 0.195061728395
600, 0.229022491349
601, 0.19757431629
602, 0.2353515625
603, 0.196307094266
604, 0.20827594123
605, 0.229022491349
606, 0.25779360387
607, 0.214590359056
608, 0.221124260355
609, 0.187538644471
610, 0.145653114187
611, 0.218112244898
612, 0.218775510204
613, 0.234877011101
614, 0.224642857143
615, 0.195408950617
616, 0.17529299331
617, 0.145733333333
618, 0.200962370242
619, 0.193579072533
620, 0.226661450438
621, 0.180309256055
622, 0.225326138925
623, 0.174023011307
624, 0.175357142857
625, 0.235443786982
626, 0.207684368549
627, 0.199502515688
628, 0.187551020408
629, 0.191879286694
630, 0.134768704112
631, 0.189030612245
632, 0.235546814347
633, 0.219202494988
634, 0.203340220386
635, 0.155948638713
636, 0.231217140596
637, 0.242850081209
638, 0.230532544379
639, 0.194102259215
640, 0.219592336823
641, 0.21
642, 0.303134755463
643, 0.211742112483
644, 0.23958387247
645, 0.267132779038
646, 0.206522228728
647, 0.199627348481
648, 0.189088390431
649, 0.195880190311
650, 0.195580784387
651, 0.251138545953
652, 0.268398536797
653, 0.201448619285
654, 0.219191553232
655, 0.182351285419
656, 0.229941608997
657, 0.260358654489
658, 0.242818017598
659, 0.213319249535
660, 0.190243646293
661, 0.223840394449
662, 0.232741244646
663, 0.306805524616
664, 0.240322231834
665, 0.163106881277
666, 0.21316445792
667, 0.255458201666
668, 0.170710059172
669, 0.193520408163
670, 0.197399968032
671, 0.160518626735
672, 0.206076153111
673, 0.146581632653
674, 0.162675908423
675, 0.183209876543
676, 0.178533333333
677, 0.197812128419
678, 0.24563287919
679, 0.272437283737
680, 0.188195757194
681, 0.243400734223
682, 0.185514403292
683, 0.207845665543
684, 0.211234861592
685, 0.293685341172
686, 0.208528804654
687, 0.167228724459
688, 0.208717281927
689, 0.181759571514
690, 0.181070154578
691, 0.224304199219
692, 0.204138164961
693, 0.222553670106
694, 0.226589532872
695, 0.230956159492
696, 0.250198373339
697, 0.259070294785
698, 0.197579845269
699, 0.213922840903
700, 0.260105150093
701, 0.26138117284
702, 0.228714869831
703, 0.202856999145
704, 0.306570814297
705, 0.196550317581
706, 0.221428951995
707, 0.205136741974
708, 0.230914792388
709, 0.199315346156
710, 0.198736496914
711, 0.242249983475
712, 0.268621114189
713, 0.210920452291
714, 0.251276538565
715, 0.23122085048
716, 0.198983954529
717, 0.262912572436
718, 0.240987654321
719, 0.219053759175
720, 0.192703660985
721, 0.216603695461
722, 0.23329249276
723, 0.300468262227
724, 0.213243016173
725, 0.287991956334
726, 0.231246239993
727, 0.217119341564
728, 0.235994513032
729, 0.240421029182
730, 0.245138259897
731, 0.237806122449
732, 0.251008
733, 0.22196930281
734, 0.192919237872
735, 0.268424879371
736, 0.232806122449
737, 0.214650848765
738, 0.159722222222
739, 0.219725428591
740, 0.263723217819
741, 0.216566433133
742, 0.237854003906
743, 0.199336734694
744, 0.227602040816
745, 0.179279904781
746, 0.249755859375
747, 0.215896509527
748, 0.193602839335
749, 0.226275339719
750, 0.235336076818
751, 0.214342799297
752, 0.216807752283
753, 0.249674499349
754, 0.2270421436
755, 0.217242593431
756, 0.232040686586
757, 0.264633194589
758, 0.149242514141
759, 0.245694181895
760, 0.220938305892
761, 0.184125727853
762, 0.196867174596
763, 0.254970414201
764, 0.265306122449
765, 0.18851777593
766, 0.249513408304
767, 0.241836072664
768, 0.21680781156
769, 0.225424902765
770, 0.221069958848
771, 0.251963663684
772, 0.146539833532
773, 0.24785840262
774, 0.184293249507
775, 0.240974013093
776, 0.203950617284
777, 0.224048442907
778, 0.239084428603
779, 0.254540816327
780, 0.15991002005
781, 0.200158698671
782, 0.219228324123
783, 0.208010973937
784, 0.235656738281
785, 0.234112468225
786, 0.184161712247
787, 0.199124134948
788, 0.239341563786
789, 0.18490475332
790, 0.223302617446
791, 0.192647462277
792, 0.224023009496
793, 0.199795918367
794, 0.226870982553
795, 0.201619952217
796, 0.231154532831
797, 0.228698224852
798, 0.233631799596
799, 0.146734693878
800, 0.236755371094
801, 0.173822222222
802, 0.188527249135
803, 0.249513408304
804, 0.136974913199
805, 0.230828402367
806, 0.20401418184
807, 0.220594787258
808, 0.267622142895
809, 0.226170813576
810, 0.23810455279
811, 0.219030612245
812, 0.16732880516
813, 0.170079815165
814, 0.239191312069
815, 0.197015570934
816, 0.211785390804
817, 0.25185145719
818, 0.193404017263
819, 0.183209876543
820, 0.188898533951
821, 0.206424747174
822, 0.185280698274
823, 0.17626917458
824, 0.182244897959
825, 0.25863531008
826, 0.226498106483
827, 0.170068027211
828, 0.179357907253
829, 0.274691358025
830, 0.165368737099
831, 0.245056
832, 0.233930211203
833, 0.263055555556
834, 0.19465866156
835, 0.194762175871
836, 0.220410440821
837, 0.247026384083
838, 0.225712954816
839, 0.198670898631
840, 0.200216206477
841, 0.159685978685
842, 0.275933720497
843, 0.158296249205
844, 0.227434298701
845, 0.211949035813
846, 0.234558105469
847, 0.172037197232
848, 0.178006286963
849, 0.23326146495
850, 0.203163265306
851, 0.161913384639
852, 0.235786471573
853, 0.211893794317
854, 0.220642089844
855, 0.240714568376
856, 0.231818423997
857, 0.228870141297
858, 0.219398788927
859, 0.22493873914
860, 0.224781326018
861, 0.174740484429
862, 0.199380382273
863, 0.204234693878
864, 0.208539972228
865, 0.190047418616
866, 0.260192043896
867, 0.202806122449
868, 0.194004325738
869, 0.182351285419
870, 0.227058640857
871, 0.161809366509
872, 0.246032778356
873, 0.21146776406
874, 0.214144383515
875, 0.190153061224
876, 0.260557408559
877, 0.244214965398
878, 0.3017578125
879, 0.242268598616
880, 0.202092838722
881, 0.205291066954
882, 0.141994869473
883, 0.225792900651
884, 0.251545283526
885, 0.229941188826
886, 0.192993164062
887, 0.208591117147
888, 0.21491133218
889, 0.179639274691
890, 0.289551890915
891, 0.214879303522
892, 0.171066666667
893, 0.196331394258
894, 0.163305055402
895, 0.21758638774
896, 0.190867346939
897, 0.19156794739
898, 0.194753025193
899, 0.20100178536
900, 0.200354916898
901, 0.18677764566
902, 0.205437918725
903, 0.196342119419
904, 0.246858710562
905, 0.324921956296
906, 0.188826530612
907, 0.229184
908, 0.233082706767
909, 0.191777425114
910, 0.227636632884
911, 0.16572937552
912, 0.214200915823
913, 0.167377504463
914, 0.25957420005
915, 0.268544550173
916, 0.242492675781
917, 0.189193446755
918, 0.218520408163
919, 0.161637596398
920, 0.196479591837
921, 0.196867174596
922, 0.1525
923, 0.236466919136
924, 0.212306952707
925, 0.243241782007
926, 0.215393066406
927, 0.242806122449
928, 0.200621425041
929, 0.17197594119
930, 0.191604938272
931, 0.240699487636
932, 0.19987042436
933, 0.214134551125
934, 0.257256174509
935, 0.177593731402
936, 0.227550842026
937, 0.17826910225
938, 0.239497245179
939, 0.224060071414
940, 0.224270111321
941, 0.232067275562
942, 0.203193287104
943, 0.264288540901
