sparsity02.csv
Q < 0.1, 1854
Q < 0.2, 8142
Q < 0.3, 4
Q < 0.4, 0
Q < 0.5, 0
Q < 0.6, 0
Q < 0.7, 0
Q < 0.8, 0
Q < 0.9, 0
