sparsity03.csv
Q < 0.1, 41
Q < 0.2, 8933
Q < 0.3, 1025
Q < 0.4, 1
Q < 0.5, 0
Q < 0.6, 0
Q < 0.7, 0
Q < 0.8, 0
Q < 0.9, 0
